Sex,Education,Marriage,Age,Credit_Limit,Current_Bill,Prev_Bill1,Prev_Bill2,Prev_Bill3,Prev_Bill4,Prev_Bill5,Paid_Amt1,Paid_Amt2,Paid_Amt3,Paid_Amt4,Paid_Amt5,Unpaid1,Unpaid2,Unpaid3,Unpaid4,Unpaid5,Default
Female,Graduate,Single,23,60000,21972,24612,16711,8549,7635,12258,3126,1392,5033,3601,5200,21486,15319,3516,4034,7058,0
Female,University,Single,23,30000,27186,27585,30398,29305,29408,28699,1451,3564,0,1174,1207,26134,26834,29305,28234,27492,1
Female,Graduate,Single,23,30000,12936,15904,15364,16798,19203,18757,3200,0,2000,3000,0,12704,15364,14798,16203,18757,0
Female,University,Single,23,30000,34084,33476,32006,31672,31247,30673,1521,1573,1500,1300,1300,31955,30433,30172,29947,29373,0
Female,Graduate,Single,23,90000,5802,4657,10967,14644,12467,4155,4657,10967,10000,249,0,0,0,4644,12218,4155,0
Female,University,Single,24,100000,85343,83855,78703,76544,75360,76507,2916,3000,3000,3000,3000,80939,75703,73544,72360,73507,0
Female,Graduate,Single,23,50000,8400,9412,10433,11443,12268,11928,1160,1181,1191,1016,0,8252,9252,10252,11252,11928,0
Female,University,Single,25,90000,28276,29305,30336,28800,9852,2160,1505,1536,1000,9852,2160,27800,28800,27800,0,0,0
Female,University,Single,28,90000,65521,63869,65212,66627,70652,69397,0,2368,2500,5140,0,63869,62844,64127,65512,69397,1
Female,University,Single,23,50000,48668,48554,45445,38551,28056,28310,4034,2000,5008,1000,2000,44520,43445,33543,27056,26310,1
Female,University,Married,25,80000,76117,76660,46137,48218,48286,48207,2300,2200,3207,2000,2000,74360,43937,45011,46286,46207,0
Female,University,Single,25,60000,6234,7402,8270,9287,10076,10612,1276,1144,1161,950,700,6126,7126,8126,9126,9912,0
Female,University,Single,25,80000,4418,7327,10190,13768,17748,10577,3000,3000,4000,5000,1000,4327,7190,9768,12748,9577,0
Female,University,Single,25,20000,14549,17144,16580,18366,18766,18324,2845,0,2067,1000,0,14299,16580,16299,17766,18324,0
Female,Graduate,Single,25,30000,7593,9634,4476,8830,8153,6422,2379,7,7002,13,155,7255,4469,1828,8140,6267,0
Female,University,Single,24,80000,60423,55120,20407,18839,3810,23836,2007,2000,1014,0,23836,53113,18407,17825,3810,0,0
Female,University,Single,24,160000,2227,316,632,316,316,632,0,632,0,316,632,316,0,316,0,0,0
Female,Graduate,Married,34,460000,11689,12911,15418,22465,25546,36452,2000,3000,8000,4000,16000,10911,12418,14465,21546,20452,0
Female,University,Single,24,90000,88550,78892,75808,63362,65300,67248,3000,3500,3000,3000,3000,75892,72308,60362,62300,64248,1
Female,University,Single,24,30000,300,300,300,300,300,300,0,0,0,0,0,300,300,300,300,300,0
Female,University,Single,28,220000,224166,219085,213888,215125,216543,217390,8200,7729,9207,7917,7911,210885,206159,205918,208626,209479,0
Female,High School,Single,22,70000,53443,49938,39926,18648,5022,5935,3000,2500,2500,1000,1000,46938,37426,16148,4022,4935,0
Female,University,Single,24,110000,107378,109604,111661,112299,113035,109678,5500,5300,4000,4000,0,104104,106361,108299,109035,109678,1
Female,University,Married,25,50000,16092,12352,-1618,-809,46976,47618,2352,809,928,48659,1400,10000,-2427,-1737,-1683,46218,0
Female,Graduate,Single,26,120000,316,316,316,316,316,316,316,316,316,316,316,0,0,0,0,0,0
Female,University,Single,26,150000,127487,120586,118785,117406,106323,102179,6000,4500,5400,3900,4500,114586,114285,112006,102423,97679,0
Female,University,Single,26,140000,182424,115115,120176,101065,64570,51521,10207,9120,3000,2117,2000,104908,111056,98065,62453,49521,0
Female,Graduate,Single,26,120000,102157,103182,91442,88476,72666,74561,5367,20000,3500,2512,7500,97815,71442,84976,70154,67061,0
Female,University,Single,26,40000,36835,37528,35964,34258,516,38432,2000,2000,5000,516,39235,35528,33964,29258,0,-803,0
Female,University,Single,30,90000,75620,75382,73980,75036,77094,75708,3300,3350,3300,5500,1600,72082,70630,71736,71594,74108,1
Female,University,Single,23,50000,22613,21957,24482,24693,25283,27367,0,3200,910,1000,2500,21957,21282,23783,24283,24867,1
Female,University,Single,26,130000,90833,2774,740,740,73758,72800,2788,740,0,73758,0,-14,0,740,0,72800,0
Female,Graduate,Single,26,180000,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0
Female,Graduate,Single,26,220000,4750,4909,3791,7982,5850,11304,2012,3791,8493,5850,11304,2897,0,-511,0,0,0
Female,University,Married,29,160000,6252,5073,6854,3759,3164,3000,4000,2230,0,16,16,1073,4624,3759,3148,2984,0
Female,High School,Single,29,70000,20064,24336,25510,24726,25377,24818,24336,3010,0,875,600,0,22500,24726,24502,24218,0
Female,Graduate,Single,27,60000,4262,7169,8396,8113,8971,10824,3000,1500,0,1000,2000,4169,6896,8113,7971,8824,1
Female,University,Single,27,140000,120072,78166,72631,65517,59275,58208,2824,2508,4973,2300,0,75342,70123,60544,56975,58208,0
Female,University,Married,27,70000,68425,71783,72616,68201,50995,48822,6800,3100,15,3850,0,64983,69516,68186,47145,48822,0
Female,University,Single,28,320000,4114,390,944,473,1747,1193,390,944,473,5000,1200,0,0,0,-3253,-7,0
Female,Graduate,Single,28,60000,20217,8376,7139,4254,4855,5355,1116,2420,0,800,1000,7260,4719,4254,4055,4355,0
Female,Graduate,Single,27,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,Graduate,Single,27,500000,3715,2862,827,-4571,-4954,1566,2013,1044,163,5,8007,849,-217,-4734,-4959,-6441,0
Female,Graduate,Single,28,200000,0,0,0,1545,1156,6099,0,0,1545,1156,5000,0,0,0,0,1099,0
Female,University,Single,28,160000,1049,2058,2164,3975,3720,5668,2060,2164,2000,1500,2000,-2,0,1975,2220,3668,0
Female,University,Single,44,80000,7491,2900,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0
Female,University,Single,39,20000,19064,20356,18186,16524,19026,16309,2000,2000,2000,5000,1000,18356,16186,14524,14026,15309,0
Female,High School,Single,41,110000,105152,97804,100364,91061,65582,67002,0,5200,5000,2500,2600,97804,95164,86061,63082,64402,0
Female,University,Married,38,30000,2805,0,0,48514,49300,691,0,0,48514,986,691,0,0,0,48314,0,0
Female,University,Married,31,140000,-53,-53,1117,0,0,0,0,1170,0,0,0,-53,-53,0,0,0,0
Female,University,Married,32,150000,17594,14850,15919,10177,7954,8049,1609,2000,1000,0,8049,13241,13919,9177,7954,0,0
Female,University,Single,33,140000,54279,55991,59465,62855,63670,67464,2615,5000,5000,2455,5000,53376,54465,57855,61215,62464,0
Female,University,Single,35,460000,442291,449790,450047,453770,396600,392879,16000,17610,17500,13810,14100,433790,432437,436270,382790,378779,1
Female,University,Single,28,60000,58204,56930,56616,56749,57504,58296,2030,2083,1983,2200,2500,54900,54533,54766,55304,55796,0
Female,High School,Married,40,90000,78976,84566,89609,87282,88261,90029,7500,7300,0,3300,3300,77066,82309,87282,84961,86729,1
Female,Other,Married,44,130000,112570,109131,118539,115029,115793,118335,0,11323,0,4294,4700,109131,107216,115029,111499,113635,1
Female,University,Single,28,300000,25193,34242,35228,12512,12570,13022,10000,1377,1149,2000,615,24242,33851,11363,10570,12407,0
Female,University,Married,29,130000,85342,88063,89895,87577,93136,91551,5000,4100,0,7000,0,83063,85795,87577,86136,91551,0
Female,University,Married,29,160000,3617,2091,5816,5414,615,25072,2122,5822,5524,615,25139,-31,-6,-110,0,-67,0
Female,University,Single,36,20000,12530,13518,14596,15550,16790,17175,1500,1600,1500,1500,800,12018,12996,14050,15290,16375,0
Female,High School,Married,42,20000,16478,19187,18592,19431,19993,-1000,2994,0,1238,800,0,16193,18592,18193,19193,-1000,1
Female,Graduate,Single,34,210000,5081,4053,3853,3942,2338,1767,4055,3856,3945,2338,1767,-2,-3,-3,0,0,0
Female,University,Married,38,100000,89745,91659,96808,84528,67873,65503,3421,7728,0,5000,2600,88238,89080,84528,62873,62903,0
Female,Graduate,Married,43,120000,24484,26751,28999,30064,33732,5992,3000,3000,2000,5000,0,23751,25999,28064,28732,5992,1
Female,High School,Married,41,60000,56261,55773,55953,55562,55063,54819,1993,2627,2700,2500,2300,53780,53326,52862,52563,52519,0
Female,University,Single,26,30000,30028,26208,28804,22335,17448,17448,0,3400,0,0,0,26208,25404,22335,17448,17448,1
Female,Graduate,Married,30,290000,53476,52089,49979,36439,33231,32131,2009,2569,1532,987,1002,50080,47410,34907,32244,31129,0
Female,University,Single,34,260000,40066,38115,38730,37947,40122,34751,2000,3030,5039,7000,3000,36115,35700,32908,33122,31751,0
Female,High School,Married,34,130000,124777,133265,129713,129883,122349,101415,12000,0,5100,4820,3844,121265,129713,124783,117529,97571,0
Female,University,Married,42,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,University,Married,36,80000,79407,66491,59040,49555,38185,32582,2491,2540,1566,1485,1258,64000,56500,47989,36700,31324,0
Female,University,Married,38,70000,59195,37953,34689,35700,36252,37008,2195,1881,1892,1444,1490,35758,32808,33808,34808,35518,0
Female,University,Single,34,290000,58481,41773,40597,38441,37454,35484,2000,2000,2000,2000,2000,39773,38597,36441,35454,33484,0
Female,University,Married,37,80000,28652,29869,33071,33531,34184,33503,2000,4000,1300,1500,0,27869,29071,32231,32684,33503,0
Female,University,Married,27,300000,2200,1378,1109,0,474,337,1378,1422,0,474,337,0,-313,0,0,0,0
Female,Graduate,Married,28,200000,148880,151913,155170,159089,160950,164691,7000,7200,8000,6000,6500,144913,147970,151089,154950,158191,0
Female,Graduate,Single,29,30000,15982,12226,13565,15526,14979,15735,2226,1539,2500,0,1000,10000,12026,13026,14979,14735,0
Female,Graduate,Single,35,240000,86508,86596,87475,89253,91128,127950,3583,2768,2817,2928,37950,83013,84707,86436,88200,90000,0
Female,Graduate,Married,35,500000,416,258,1563,21557,14802,19552,258,1563,21557,1000,8000,0,0,0,13802,11552,0
Female,University,Married,45,30000,31548,30226,31237,13511,13781,14070,1665,1676,1223,493,511,28561,29561,12288,13288,13559,0
Female,Graduate,Single,28,180000,2096,3775,5570,4722,8643,7783,1721,2005,31,5000,1000,2054,3565,4691,3643,6783,0
Female,University,Married,31,180000,384,0,0,0,503,2156,0,0,0,503,2343,0,0,0,0,-187,1
Female,Graduate,Single,37,180000,34607,43623,46667,31931,33928,35235,10000,5000,15000,5000,2000,33623,41667,16931,28928,33235,0
Female,University,Single,26,260000,217735,222109,220219,206666,185282,167161,9553,7893,9241,7106,6506,212556,212326,197425,178176,160655,0
Female,University,Single,33,80000,1305,-789,-789,1042,1042,0,0,0,2000,0,0,-789,-789,-958,1042,0,0
Female,University,Single,38,400000,0,0,0,0,45374,46306,0,0,0,45374,1113,0,0,0,0,45193,0
Female,High School,Single,27,360000,0,750,-2,468,-8,2496,750,2,470,0,2504,0,-4,-2,-8,-8,0
Female,Graduate,Single,29,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,University,Single,35,50000,48848,49988,45434,34688,24124,21072,2000,2000,1900,1032,3000,47988,43434,32788,23092,18072,0
Female,University,Single,29,290000,19315,30310,29312,31404,31004,29124,15000,2000,3000,0,0,15310,27312,28404,31004,29124,0
Female,Graduate,Married,38,360000,1873,13532,5757,28974,8093,3250,13537,5762,29000,8093,1500,-5,-5,-26,0,1750,0
Female,University,Single,29,240000,238225,243044,239228,243318,195320,196664,9000,10500,10000,7000,7300,234044,228728,233318,188320,189364,0
Female,High School,Married,41,80000,76095,78197,64065,54764,55868,57288,3500,2600,2000,2000,2303,74697,61465,52764,53868,54985,0
Female,University,Single,32,230000,-46,-46,-46,4826,4829,1788,0,0,4872,4829,1788,-46,-46,-46,0,0,1
Female,Graduate,Married,39,230000,219712,208532,229229,143168,145270,141874,30500,25000,10000,5000,5000,178032,204229,133168,140270,136874,0
Female,University,Married,37,330000,2202,2900,2335,7278,6646,5324,2911,2579,7278,6,26,-11,-244,0,6640,5298,0
Female,University,Married,34,30000,22419,24932,23502,24603,24996,26426,3207,0,1800,1100,2000,21725,23502,22803,23896,24426,0
Female,University,Married,33,120000,42687,46640,50865,54401,57873,61917,5000,5000,5000,5000,5000,41640,45865,49401,52873,56917,0
Female,Other,Married,30,60000,3591,-5,-5,0,1360,1180,0,0,5,1360,1180,-5,-5,-5,0,0,0
Female,University,Married,42,230000,430,430,430,430,430,430,430,430,430,430,430,0,0,0,0,0,1
Female,University,Married,43,330000,-58,22301,0,0,0,0,22359,5895,0,0,0,-58,-5895,0,0,0,0
Female,University,Married,44,380000,1040,0,0,12500,37811,1500,0,0,12500,25311,1500,0,0,0,12500,0,0
Female,Graduate,Single,27,150000,8404,4493,11848,7435,3685,3545,4493,11848,7435,0,3545,0,0,0,3685,0,0
Female,High School,Single,29,170000,116048,117485,119050,120225,122345,124302,4200,4300,4400,4518,4500,113285,114750,115825,117827,119802,1
Female,University,Married,30,200000,1626,730,3049,700,2423,2210,233,3049,700,2423,2210,497,0,0,0,0,0
Female,University,Married,31,200000,24605,25653,26750,24014,10885,7371,1462,1559,2000,390,328,24191,25191,22014,10495,7043,0
Female,University,Married,32,260000,104717,102159,102369,80488,82150,84818,5300,3500,3000,3000,4000,96859,98869,77488,79150,80818,0
Female,University,Married,47,430000,1343,909,5271,757,157,157,909,5319,757,157,157,0,-48,0,0,0,0
Female,University,Married,46,20000,10935,11456,13169,13656,14430,14200,1000,1900,1000,1000,0,10456,11269,12656,13430,14200,1
Female,University,Married,30,200000,75014,77044,80096,82269,85093,86870,3190,4195,4300,5000,3196,73854,75901,77969,80093,83674,0
Female,Graduate,Single,31,290000,5307,4739,11495,11214,4084,6348,4739,11527,15537,4873,26348,0,-32,-4323,-789,-20000,0
Female,Graduate,Single,28,240000,188956,189678,189471,191623,195624,199259,7200,7500,6300,6000,6100,182478,181971,185323,189624,193159,0
Female,Graduate,Married,34,290000,3412,1573,11859,2483,1170,20328,1573,11886,2485,1170,20328,0,-27,-2,0,0,0
Female,Graduate,Single,41,490000,250970,255009,248203,101770,63192,64720,10000,11547,4600,2000,2000,245009,236656,97170,61192,62720,0
Female,Graduate,Married,39,230000,970,1475,1636,1149,334,459,1483,1640,1152,335,460,-8,-4,-3,-1,-1,0
Female,University,Single,26,290000,81022,59327,102180,58554,59358,45266,2121,48345,1689,1516,1240,57206,53835,56865,57842,44026,0
Female,High School,Single,28,20000,5741,5155,5754,5150,858,0,0,2294,0,1056,0,5155,3460,5150,-198,0,0
Female,Graduate,Single,28,300000,9582,6803,7198,6975,9356,3697,1818,7217,7023,9383,3714,4985,-19,-48,-27,-17,0
Female,University,Married,48,130000,390,390,1170,780,390,390,390,1170,0,0,390,0,0,780,390,0,1
Female,University,Married,37,150000,119398,97435,98481,98101,97178,97249,3459,4913,3929,2390,3052,93976,93568,94172,94788,94197,0
Female,University,Married,37,50000,35874,32130,34602,35172,27568,28467,1600,3000,1477,2000,1500,30530,31602,33695,25568,26967,0
Female,University,Married,45,200000,1182,0,198,3532,0,0,0,198,3532,0,0,0,0,0,0,0,0
Female,University,Married,47,180000,107,825,7609,825,1650,825,825,7609,825,1650,0,0,0,0,0,825,0
Female,Graduate,Married,43,300000,21670,-5,-5,1578,1307,0,0,0,1583,1307,0,-5,-5,-5,0,0,0
Female,University,Other,41,30000,8055,9263,8973,10337,10022,10924,1500,0,1675,0,1065,7763,8973,8662,10022,9859,1
Female,High School,Married,44,420000,0,5526,7248,7303,0,932,5526,2000,2002,0,932,0,5248,5301,0,0,0
Female,University,Single,42,320000,2920,2610,9433,2490,2655,1070,2610,9439,2493,2655,0,0,-6,-3,0,1070,0
Female,Graduate,Single,31,380000,66979,70289,69790,71506,74078,77088,5700,2500,3500,5000,5000,64589,67290,68006,69078,72088,0
Female,High School,Married,43,270000,46107,42151,40546,36822,31700,29133,1700,1700,1500,1100,1200,40451,38846,35322,30600,27933,0
Female,University,Married,40,150000,213638,190709,168741,170544,146787,149759,7877,8069,6708,40502,5706,182832,160672,163836,106285,144053,0
Female,University,Married,46,180000,171768,164274,165923,169038,172388,165165,7400,6100,6200,6543,6251,156874,159823,162838,165845,158914,0
Female,University,Single,29,180000,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,High School,Married,41,140000,114133,122191,128069,103319,105702,108619,10000,8000,5000,4000,4520,112191,120069,98319,101702,104099,1
Female,High School,Married,38,90000,85718,88476,90120,91124,65778,65866,4200,5000,4776,2400,3000,84276,85120,86348,63378,62866,0
Female,University,Married,33,100000,83013,89589,92887,0,0,0,8000,5000,0,0,0,81589,87887,0,0,0,0
Female,University,Married,34,60000,2084,145,145,145,145,1195,0,0,0,0,1200,145,145,145,145,-5,1
Female,University,Single,42,140000,117460,110301,107289,63778,41334,42664,7000,16000,0,3000,2000,103301,91289,63778,38334,40664,0
Female,High School,Married,43,50000,15214,14673,17621,17839,17257,17826,0,3200,800,0,1000,14673,14421,17039,17257,16826,0
Female,Graduate,Married,39,140000,0,797,190,3260,32617,20506,797,190,3269,32617,5000,0,0,-9,0,15506,0
Female,University,Single,31,230000,19451,13716,14718,13524,15529,12936,1017,5028,5003,3012,3,12699,9690,8521,12517,12933,0
Female,High School,Single,37,240000,-3,-3,2486,2500,580,490,0,2489,2500,580,490,-3,-3,0,0,0,0
Female,Graduate,Married,46,180000,184650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,High School,Married,39,80000,18787,19869,20897,21911,22545,23181,1400,1352,1366,1000,1000,18469,19545,20545,21545,22181,0
Female,Graduate,Married,37,150000,61137,62350,63653,64955,66249,67637,2230,2306,2356,2372,2456,60120,61347,62599,63877,65181,0
Female,Graduate,Single,35,300000,0,0,0,0,150000,0,0,0,0,150000,0,0,0,0,0,0,0
Female,Graduate,Married,45,420000,412289,414634,409078,412057,402926,373095,16272,17029,15514,15056,13707,398362,392049,396543,387870,359388,1
Female,Graduate,Single,31,60000,7233,1596,1562,0,0,0,1596,1562,0,0,0,0,0,0,0,0,0
Female,High School,Married,48,30000,29757,29059,26386,9370,7290,0,1720,1450,1010,500,0,27339,24936,8360,6790,0,0
Female,Graduate,Single,37,210000,430,1570,17036,73158,46823,1427,1570,17036,73158,936,29,0,0,0,45887,1398,0
Female,University,Single,38,170000,0,0,0,0,0,330,0,0,0,0,330,0,0,0,0,0,1
Female,University,Married,44,270000,24775,18018,15896,32396,50411,60957,10203,15908,20000,29000,22000,7815,-12,12396,21411,38957,0
Female,Graduate,Single,39,120000,28724,-72,-72,-72,-72,-72,0,0,0,0,0,-72,-72,-72,-72,-72,0
Female,High School,Single,42,150000,30643,31209,25977,30776,920,0,1237,1354,5153,924,0,29972,24623,25623,-4,0,0
Female,Graduate,Single,37,150000,7591,5538,18987,0,1399,150,5538,18987,0,1399,150,0,0,0,0,0,1
Female,University,Married,35,240000,5391,7375,4908,5638,2582,4127,7375,4908,5638,2587,4127,0,0,0,-5,0,0
Female,High School,Other,43,130000,15923,82292,396,1552,776,776,70000,792,1552,0,776,12292,-396,0,776,0,0
Female,High School,Married,38,150000,105911,109006,108761,79044,79350,80594,5530,4100,3150,2211,2270,103476,104661,75894,77139,78324,0
Female,Graduate,Married,37,20000,19921,18100,19146,20098,20191,18216,1594,1640,1592,685,662,16506,17506,18506,19506,17554,0
Female,Graduate,Single,33,390000,2703,1017,0,0,1560,4386,1017,0,0,1560,4386,0,0,0,0,0,0
Female,University,Married,39,270000,161039,164354,167788,339599,174797,180313,6000,6079,6213,12840,8500,158354,161709,333386,161957,171813,0
Female,Graduate,Married,45,180000,1560,316,316,316,316,316,0,316,316,316,316,316,0,0,0,0,1
Female,Graduate,Single,30,200000,78866,74961,69702,63210,57098,46455,20000,2513,1656,5000,20000,54961,67189,61554,52098,26455,0
Female,University,Single,37,180000,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Graduate,Single,39,330000,118467,110930,100498,95072,94164,94043,4000,4600,4000,4190,6680,106930,95898,91072,89974,87363,0
Female,Graduate,Single,40,140000,51270,54000,4117,6817,0,0,4500,4117,3000,0,0,49500,0,3817,0,0,0
Female,University,Married,34,220000,387,1083,1969,389,389,389,1086,2099,390,390,390,-3,-130,-1,-1,-1,0
Female,Graduate,Married,40,400000,6376,4925,4382,1240,167621,3284,5949,4403,1250,168459,3301,-1024,-21,-10,-838,-17,0
Female,University,Married,36,150000,339351,133681,100683,147127,79942,71976,7000,3500,3000,5242,3009,126681,97183,144127,74700,68967,0
Female,University,Married,36,200000,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,University,Married,43,30000,661,25166,26195,27209,27924,30204,25166,1437,1451,1166,2900,0,24758,25758,26758,27304,0
Female,University,Single,30,170000,106667,103955,85601,82963,58547,57080,3458,3426,2711,1779,1940,100497,82175,80252,56768,55140,0
Female,University,Married,30,180000,18435,1563,3842,7146,10480,13886,0,3842,5000,5000,10000,1563,0,2146,5480,3886,0
Female,University,Married,31,300000,5361,2700,3822,1103,1622,-1,1060,1182,1108,1630,0,1640,2640,-5,-8,-1,0
Female,University,Single,32,100000,76112,77494,96445,92742,92644,95497,4500,25445,0,3500,6790,72994,71000,92742,89144,88707,0
Female,Graduate,Married,38,500000,5410,2760,36861,23200,34255,18554,2700,36861,10000,20055,1000,60,0,13200,14200,17554,0
Female,High School,Married,40,80000,34965,35660,37082,38464,38922,40791,1578,2000,2000,1397,2500,34082,35082,36464,37525,38291,0
Female,University,Single,40,60000,61756,60800,55390,50221,22032,20710,2200,2100,8000,800,1000,58600,53290,42221,21232,19710,0
Female,University,Married,37,50000,24380,23325,21940,20718,24048,5017,1366,1400,1200,5000,5017,21959,20540,19518,19048,0,0
Female,High School,Married,48,500000,485,6342,6390,5477,1060,23726,6342,1228,1000,1060,23726,0,5162,4477,0,0,0
Female,High School,Other,37,50000,47676,48896,49325,48033,27019,26450,2300,1500,0,3400,0,46596,47825,48033,23619,26450,1
Female,High School,Married,44,160000,6061,1594,2904,2313,2753,2191,2000,3037,0,1000,0,-406,-133,2313,1753,2191,0
Female,University,Married,46,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Graduate,Married,46,520000,133890,106928,37238,36293,55826,34989,5022,0,20000,40000,0,101906,37238,16293,15826,34989,0
Female,Graduate,Married,33,160000,5459,20415,2141,2144,5816,2144,20415,2141,2144,5816,2144,0,0,0,0,0,0
Female,Graduate,Married,35,380000,472,14985,10472,39993,25356,39772,14985,10472,39993,25356,39772,0,0,0,0,0,0
Female,University,Married,33,440000,411970,420142,443407,431200,440000,-6948,15003,30000,0,9000,788,405139,413407,431200,431000,-7736,0
Female,Graduate,Single,33,280000,3192,4962,7860,10708,13516,16279,2000,3000,3000,3000,3000,2962,4860,7708,10516,13279,0
Female,University,Married,35,130000,63281,56889,60955,62038,62393,65439,10000,5000,2142,5000,4000,46889,55955,59896,57393,61439,0
Female,University,Married,31,250000,0,0,0,1000,0,1013,0,0,1000,0,1013,0,0,0,0,0,0
Female,University,Married,39,360000,0,791,173,1640,287,2418,791,173,1640,287,2426,0,0,0,0,-8,0
Female,University,Single,36,470000,9,89,0,157,157,205430,1960,0,157,0,205430,-1871,0,0,157,0,0
Female,University,Married,29,330000,132702,135972,137289,141844,143470,146596,6972,4989,6844,5470,5596,129000,132300,135000,138000,141000,0
Female,University,Married,42,240000,1986,1323,329,9228,7776,7500,1323,329,9228,7776,7500,0,0,0,0,0,0
Female,Graduate,Married,48,360000,485,-15,-15,12588,1243,-6,0,0,12603,1250,0,-15,-15,-15,-7,-6,0
Female,High School,Single,40,80000,81428,78041,75945,61740,29089,28267,4,3716,2000,1000,1000,78037,72229,59740,28089,27267,1
Female,Graduate,Single,29,280000,15801,9982,9909,10420,10142,10329,1200,1200,1200,1000,350,8782,8709,9220,9142,9979,0
Female,Graduate,Married,38,60000,0,780,780,390,390,390,780,0,0,390,390,0,780,390,0,0,0
Female,Graduate,Married,44,220000,34510,33661,34913,36334,38729,39062,0,2100,2000,3000,1100,33661,32813,34334,35729,37962,1
Female,University,Married,45,140000,53951,55444,57549,60971,61374,63243,3000,3000,5000,2000,3000,52444,54549,55971,59374,60243,0
Female,Graduate,Single,29,230000,23586,6633,2525,146959,150080,153186,5576,2525,146959,4452,4586,1057,0,0,145628,148600,0
Female,Graduate,Married,30,360000,-6,1191,23812,3155,-140,27994,1197,23931,3171,0,28134,-6,-119,-16,-140,-140,0
Female,Graduate,Single,30,390000,152535,153477,148629,141571,126583,154557,5153,10000,10000,5010,50000,148324,138629,131571,121573,104557,0
Female,University,Married,32,280000,11561,12662,13752,14815,15168,15523,1300,1300,1300,600,600,11362,12452,13515,14568,14923,0
Female,High School,Single,32,310000,41623,42465,32003,33885,29125,17227,3021,7000,5040,1000,7000,39444,25003,28845,28125,10227,0
Female,University,Married,33,500000,264479,275025,285034,290002,295756,302149,15000,14500,10370,11000,11000,260025,270534,279632,284756,291149,0
Female,University,Single,39,230000,72288,69680,66081,64495,60511,57450,2429,2579,2100,2000,2000,67251,63502,62395,58511,55450,0
Female,High School,Married,41,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Other,Married,41,120000,0,77,-1460,-1460,-1460,-1460,77,1460,0,0,0,0,-2920,-1460,-1460,-1460,0
Female,University,Single,43,200000,10000,10000,10000,10301,10000,10000,10000,10000,10301,10000,10000,0,0,0,0,0,0
Female,Graduate,Single,30,390000,60819,61300,59328,57852,55903,53516,5000,2506,3000,2500,2000,56300,56822,54852,53403,51516,0
Female,Graduate,Single,30,200000,59891,60537,61592,59786,58172,59175,3000,2800,3000,2100,2070,57537,58792,56786,56072,57105,0
Female,University,Married,38,600000,485861,462675,464983,416550,416545,420232,33,15287,14069,15013,15003,462642,449696,402481,401532,405229,0
Female,High School,Married,45,20000,21646,24390,23719,23936,23253,25871,3400,0,900,0,3000,20990,23719,23036,23253,22871,1
Female,University,Married,48,140000,41241,42548,44552,46503,48418,49277,1996,3000,3000,3000,1790,40552,41552,43503,45418,47487,0
Female,University,Married,34,90000,336,168,432,0,0,0,0,432,0,0,0,168,0,0,0,0,1
Female,High School,Married,44,20000,5636,6737,7832,8624,8800,9300,1200,1208,1000,176,500,5537,6624,7624,8624,8800,0
Female,Other,Married,45,30000,26958,26716,26679,22972,20152,11688,4000,5022,1232,820,286,22716,21657,21740,19332,11402,0
