Sex,Education,Marriage,Age,Credit_Limit,Current_Bill,Prev_Bill1,Prev_Bill2,Prev_Bill3,Prev_Bill4,Prev_Bill5,Paid_Amt1,Paid_Amt2,Paid_Amt3,Paid_Amt4,Paid_Amt5,Unpaid1,Unpaid2,Unpaid3,Unpaid4,Unpaid5,Default
Female,University,Married,30,240000,17047,15188,11366,14231,11135,7774,15188,11366,14231,11135,7774,0,0,0,0,0,0
Female,High School,Married,30,120000,119511,116086,117580,120041,80578,82280,3,4351,5000,3000,3000,116083,113229,115041,77578,79280,1
Female,Graduate,Single,31,350000,403,403,1351,4656,0,1190,0,1351,4677,0,1190,403,0,-21,0,0,0
Female,Graduate,Single,31,590000,-154,240,244,-1469,925,3319,1000,1026,0,3000,3000,-760,-782,-1469,-2075,319,0
Female,Graduate,Single,30,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Other,Single,27,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Graduate,Single,27,300000,131760,132770,130595,132683,128557,125900,4700,4995,4516,4034,4088,128070,125600,128167,124523,121812,0
Female,University,Married,28,240000,5740,5639,3428,4634,4590,9675,1215,2000,2000,4590,9675,4424,1428,2634,0,0,0
Female,Graduate,Single,28,170000,3497,17920,2863,0,949,0,17920,2863,0,949,0,0,0,0,0,0,0
Female,University,Single,30,470000,26549,25247,28019,27139,26923,28350,1420,5000,1408,2000,2000,23827,23019,25731,24923,26350,0
Female,Graduate,Single,30,110000,51276,52064,53160,54331,53024,51317,3000,3031,3000,3000,2000,49064,50129,51331,50024,49317,0
Female,High School,Single,24,30000,27276,26937,26679,27779,28691,29726,2000,2500,2000,2000,2000,24937,24179,25779,26691,27726,1
Female,University,Single,24,80000,62550,0,10000,18150,7490,7490,10000,10000,18150,7490,7490,-10000,0,0,0,0,0
Female,Graduate,Single,24,100000,-78,-78,-78,-78,-78,-78,0,0,0,0,0,-78,-78,-78,-78,-78,0
Female,University,Single,25,160000,45835,45474,42601,33581,29827,19056,2000,2000,1400,600,0,43474,40601,32181,29227,19056,0
Female,Graduate,Single,27,110000,52426,45107,44310,34820,36005,25976,1772,1900,1815,2000,1500,43335,42410,33005,34005,24476,0
Female,High School,Single,28,150000,107603,109835,110255,110247,110955,105145,5500,5500,5300,3853,4000,104335,104755,104947,107102,101145,0
Female,Graduate,Single,30,390000,7650,8500,4090,8342,7611,8018,3031,2010,6500,2000,1000,5469,2080,1842,5611,7018,0
Female,University,Married,30,180000,5100,9861,11021,16883,150,4661,9861,11021,16883,150,4661,0,0,0,0,0,1
Female,Graduate,Single,29,300000,45117,43460,14291,7331,10018,6213,1281,1093,1000,5014,2000,42179,13198,6331,5004,4213,0
Female,Graduate,Married,29,400000,5074,4097,7716,12538,17305,22499,1097,3716,5000,5000,5668,3000,4000,7538,12305,16831,0
Female,Graduate,Single,29,110000,113093,106321,107630,106354,79154,69988,3,4334,4250,2946,2506,106318,103296,102104,76208,67482,0
Female,Graduate,Single,28,120000,20578,21742,23384,24268,24665,21833,2000,2000,1312,1009,1000,19742,21384,22956,23656,20833,0
Female,University,Single,28,200000,8837,9491,3632,7673,5830,6890,9690,3632,7673,2530,6000,-199,0,0,3300,890,0
Female,University,Married,25,120000,70282,71463,60364,70420,62549,47683,4000,3000,11299,1943,2000,67463,57364,59121,60606,45683,0
Female,University,Single,25,270000,162905,156151,127423,126824,115961,112929,5085,4795,4470,3847,3943,151066,122628,122354,112114,108986,0
Female,Graduate,Single,25,250000,18761,10656,7099,11758,17047,16483,4662,2101,7227,7865,8485,5994,4998,4531,9182,7998,0
Female,University,Married,25,130000,61223,4003,3223,23264,20582,18182,4003,3223,43264,2000,1000,0,0,-20000,18582,17182,0
Female,Graduate,Single,26,290000,32126,10823,5248,32307,28492,1799,10884,5275,32563,29143,1809,-61,-27,-256,-651,-10,0
Female,University,Single,26,210000,78632,49707,37998,32062,27056,15955,2000,2200,2008,2000,5000,47707,35798,30054,25056,10955,0
Female,University,Single,26,200000,-1544,8510,4141,15305,10368,5642,12651,0,15305,0,0,-4141,4141,0,10368,5642,0
Female,Graduate,Single,28,240000,17868,188,2288,2100,405,1665,0,2100,405,0,1665,188,188,1695,405,0,0
Female,Graduate,Married,30,170000,5280,5020,996,35490,6000,5350,5020,996,35490,6000,5350,0,0,0,0,0,0
Female,Graduate,Single,28,180000,26000,5480,5960,600,6800,12627,5488,5960,600,6800,12627,-8,0,0,0,0,0
Female,Graduate,Single,28,280000,40683,1888,1592,1312,486,886,1888,1592,1312,486,1036,0,0,0,0,-150,0
Female,University,Single,28,490000,128821,93626,52074,118595,93461,86682,3047,2647,88595,3203,3142,90579,49427,30000,90258,83540,0
Female,University,Single,31,240000,7414,2020,-9032,13756,0,3138,2020,1000,23724,0,3138,0,-10032,-9968,0,0,0
Female,Graduate,Married,31,150000,67852,68312,70203,71321,72235,73611,2500,3300,3200,3000,3000,65812,66903,68121,69235,70611,0
Female,Graduate,Single,32,350000,260076,265242,271726,295642,283684,282575,9501,10766,29060,55,10104,255741,260960,266582,283629,272471,0
Female,University,Married,30,80000,22113,21507,13207,13997,10914,10685,1600,1700,1400,200,1000,19907,11507,12597,10714,9685,0
Female,Graduate,Single,31,330000,3437,7525,32096,1665,166,0,7565,32096,1665,166,0,-40,0,0,0,0,0
Female,University,Married,31,20000,-19,3350,883,470,240,0,4540,883,470,240,0,-1190,0,0,0,0,0
Female,University,Single,32,210000,44304,46255,50486,54019,58091,61630,3000,5000,5000,5000,4500,43255,45486,49019,53091,57130,0
Female,University,Single,32,400000,0,626,118,10349,2817,2410,626,118,10349,2817,2410,0,0,0,0,0,0
Female,University,Married,28,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Graduate,Single,29,200000,8695,14323,44326,9353,11156,17725,14329,44452,9355,11156,17725,-6,-126,-2,0,0,0
Female,University,Single,31,180000,0,2813,12937,50500,0,0,2813,12937,50500,0,0,0,0,0,0,0,0
Female,University,Married,30,200000,33604,35706,34064,30519,26166,28097,3000,1500,2547,2500,2500,32706,32564,27972,23666,25597,0
Female,University,Single,26,50000,48057,48457,44932,20024,18830,18087,2007,1351,1561,628,775,46450,43581,18463,18202,17312,0
Female,Graduate,Single,27,290000,168,569,1401,1503,834,931,569,1000,1000,200,265,0,401,503,634,666,0
Female,University,Married,31,100000,75818,76887,78178,79858,74785,54849,2745,2939,3500,3000,1989,74142,75239,76358,71785,52860,0
Female,University,Single,32,150000,9545,14350,17118,16546,20052,20385,5000,3000,0,3800,800,9350,14118,16546,16252,19585,1
Female,University,Single,32,20000,9763,925,4033,897,2147,1359,925,4033,1136,2147,407,0,0,-239,0,952,0
Female,Graduate,Married,32,200000,12367,13732,1513,0,0,0,2000,1513,0,0,0,11732,0,0,0,0,0
Female,University,Single,32,80000,77535,78579,67097,50214,48738,3860,3010,3061,2000,1000,3860,75569,64036,48214,47738,0,0
Female,Graduate,Single,29,290000,78928,73380,67146,68063,63910,73553,8000,10000,5005,8000,15000,65380,57146,63058,55910,58553,0
Female,University,Married,29,200000,118729,121398,125899,128933,129427,132338,4874,6690,7000,4500,5000,116524,119209,121933,124927,127338,0
Female,University,Single,29,150000,933,598,1062,0,1810,0,598,1062,0,1810,0,0,0,0,0,0,0
Female,Graduate,Single,27,180000,101489,78738,78639,44295,44113,37805,10006,8000,1610,10000,1333,68732,70639,42685,34113,36472,0
Female,University,Married,32,420000,546485,228070,184810,131304,110930,84193,18546,8931,4940,1796,3100,209524,175879,126364,109134,81093,0
Female,High School,Married,29,30000,10456,13164,12668,15038,14502,15501,3200,0,2905,0,1386,9964,12668,12133,14502,14115,1
Female,Graduate,Single,31,230000,2155,2010,165,5908,283,283,2010,0,5908,283,133,0,165,0,0,150,0
Female,University,Single,27,60000,5087,7236,8104,7825,8580,8300,2410,1131,0,886,0,4826,6973,7825,7694,8300,0
Female,University,Single,28,220000,43436,46883,44179,44704,44997,45199,5012,2500,2000,2000,3000,41871,41679,42704,42997,42199,0
Female,Graduate,Single,29,240000,186969,167474,168081,166589,165981,165951,5510,6000,8808,6006,6000,161964,162081,157781,159975,159951,0
Female,University,Single,31,140000,518,518,518,518,518,668,518,518,518,518,668,0,0,0,0,0,0
Female,Graduate,Single,32,200000,6890,11002,517,11212,19090,24949,11002,517,11214,19116,24949,0,0,-2,-26,0,0
Female,Graduate,Single,30,410000,0,8417,0,2830,0,0,8417,0,2830,0,0,0,0,0,0,0,0
Female,University,Married,34,140000,47922,49930,51980,54606,55220,56527,2710,2760,3386,2000,2082,47220,49220,51220,53220,54445,0
Female,University,Single,30,80000,127580,91812,96599,93389,29716,27283,13000,6000,5122,5012,13000,78812,90599,88267,24704,14283,0
Female,University,Single,29,340000,246245,250923,256428,233608,171349,158565,8730,9680,8613,6101,5725,242193,246748,224995,165248,152840,0
Female,Graduate,Single,29,140000,4880,0,0,6560,3617,0,0,0,6560,3617,0,0,0,0,0,0,1
Female,Graduate,Single,30,170000,155910,158819,161487,157577,168094,170922,6800,6500,0,13000,5500,152019,154987,157577,155094,165422,1
Female,Graduate,Single,30,290000,288033,260683,190012,36223,-4724,225276,10784,10295,2082,4724,230000,249899,179717,34141,-9448,-4724,0
Female,University,Single,31,360000,3386,5964,1340,1650,4350,4792,5964,1340,1650,4350,4792,0,0,0,0,0,0
Female,Graduate,Married,32,310000,4762,26943,7488,10276,96059,6434,26943,5000,6000,93000,3000,0,2488,4276,3059,3434,1
Female,University,Single,32,500000,9609,5609,967,16638,15721,17349,5637,972,16671,5749,7376,-28,-5,-33,9972,9973,0
Female,Graduate,Single,33,250000,243262,238599,198588,203286,215882,214320,7991,9000,8000,16000,2000,230608,189588,195286,199882,212320,1
Female,Graduate,Single,33,500000,10361,263,8050,8234,835,87878,263,8050,8234,835,87878,0,0,0,0,0,0
Female,University,Married,33,80000,74973,66613,66437,54631,49219,50094,3113,2627,1850,1870,1773,63500,63810,52781,47349,48321,0
Female,University,Single,30,180000,23398,14445,15404,19885,22355,22902,1541,1500,4911,10355,10902,12904,13904,14974,12000,12000,0
Female,Graduate,Single,30,320000,60947,62660,22693,23705,24012,24703,2868,1681,1693,1000,1077,59792,21012,22012,23012,23626,0
Female,University,Married,30,130000,106796,108673,104535,105349,105254,120756,4000,4000,6500,5400,124582,104673,100535,98849,99854,-3826,0
Female,High School,Single,30,250000,1962,82,82,82,82,82,82,82,82,82,82,0,0,0,0,0,0
Female,Graduate,Single,27,380000,119628,36965,32932,37368,35543,36756,3250,6200,5000,1543,1776,33715,26732,32368,34000,34980,0
Female,Graduate,Single,27,200000,24635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Other,Married,28,260000,237212,228643,231156,223415,158739,159210,8006,7550,8080,4645,5047,220637,223606,215335,154094,154163,0
Female,University,Single,28,150000,137564,137327,146648,147865,149356,145262,3500,13000,5200,5300,400,133827,133648,142665,144056,144862,1
Female,Graduate,Single,28,100000,-4894,-4894,-4894,-4894,-4894,-4894,0,0,0,0,0,-4894,-4894,-4894,-4894,-4894,0
Female,University,Married,28,180000,85557,73121,68650,67895,68442,70131,3200,2500,3000,2500,3000,69921,66150,64895,65942,67131,0
Female,Graduate,Single,26,150000,136736,125651,116684,101581,77741,77264,4486,4235,3161,2647,2669,121165,112449,98420,75094,74595,0
Female,University,Single,27,230000,175050,164054,127369,108702,77703,79123,10000,10000,4000,3000,5000,154054,117369,104702,74703,74123,0
Female,University,Single,29,160000,36370,35996,35275,34873,35677,34942,4002,5390,6000,5000,5000,31994,29885,28873,30677,29942,0
Female,University,Married,30,360000,20992,40125,44454,48382,51951,55957,20000,5000,5000,5000,5000,20125,39454,43382,46951,50957,0
Female,High School,Married,28,150000,146325,140902,131798,115350,105770,111850,5125,10104,10017,4000,15000,135777,121694,105333,101770,96850,0
Female,Graduate,Married,34,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,University,Single,37,10000,6993,4165,5794,9576,7818,7580,6495,5794,9585,7580,152,-2330,0,-9,238,7428,0
Female,University,Single,35,20000,15852,16861,17884,18590,18959,19347,1579,1602,1308,677,692,15282,16282,17282,18282,18655,1
Female,University,Married,35,50000,34265,34175,33392,28340,24384,22643,2000,2000,2000,2000,1000,32175,31392,26340,22384,21643,0
Female,University,Single,37,50000,26305,25583,26649,27584,28135,28878,0,1481,1416,967,1156,25583,25168,26168,27168,27722,0
Female,University,Married,37,60000,49335,48241,52222,52777,51332,55489,0,4763,2000,0,5000,48241,47459,50777,51332,50489,1
Female,High School,Single,37,20000,12443,13947,14331,12495,12787,13583,2000,902,500,500,1000,11947,13429,11995,12287,12583,0
Female,University,Single,39,130000,108879,111115,107185,108569,112541,114885,5500,0,5399,8000,5000,105615,107185,103170,104541,109885,0
Female,High School,Single,36,50000,48831,46763,44302,42942,20103,20163,2002,4228,1603,900,700,44761,40074,41339,19203,19463,0
Female,University,Married,36,350000,50889,45881,36578,37717,58311,58467,10000,9000,10000,30000,9000,35881,27578,27717,28311,49467,0
Female,University,Married,40,210000,41826,42820,44156,44864,45768,48204,1520,1856,1564,1468,3000,41300,42300,43300,44300,45204,0
Female,University,Single,23,10000,8536,8617,7902,9166,8885,9185,1117,1302,1566,0,429,7500,6600,7600,8885,8756,0
Female,University,Married,34,20000,17970,17389,20491,19803,19734,19613,0,3700,0,1000,2000,17389,16791,19803,18734,17613,0
Female,Graduate,Married,33,80000,65484,66798,68120,70088,71345,72314,3000,3000,3109,3000,3000,63798,65120,66979,68345,69314,0
Female,University,Single,33,110000,83762,84677,87748,99201,78281,77772,3200,4521,20000,2710,2800,81477,83227,79201,75571,74972,1
Female,Graduate,Single,40,180000,0,0,1040,258,0,0,0,1040,258,0,0,0,0,0,0,0,0
Female,High School,Single,37,360000,646,0,740,871,1980,0,0,740,871,1980,0,0,0,0,0,0,0
Female,University,Married,33,250000,484,0,242,28932,0,100000,0,242,28932,0,100000,0,0,0,0,0,0
Female,University,Married,34,180000,13954,5589,4312,2490,0,0,5589,4312,2490,0,0,0,0,0,0,0,0
Female,University,Single,35,190000,66859,68204,70009,65845,67347,70096,3054,3529,3000,2600,4000,65150,66480,62845,64747,66096,0
Female,Graduate,Single,35,150000,15349,12834,25740,20995,21353,14453,0,15600,0,758,0,12834,10140,20995,20595,14453,0
Female,University,Married,35,90000,37003,38082,41150,41677,42191,43371,2000,4000,1500,1500,2000,36082,37150,40177,40691,41371,0
Female,Graduate,Single,39,230000,4612,2906,23777,78287,8986,11666,2906,23820,78287,35890,11000,0,-43,0,-26904,666,0
Female,High School,Married,47,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,High School,Married,36,100000,99298,101972,115335,112016,112906,120101,5220,16608,0,4233,9200,96752,98727,112016,108673,110901,1
Female,High School,Single,45,60000,26350,23908,24215,17728,18087,17730,1413,1500,1173,532,597,22495,22715,16555,17555,17133,0
Female,Graduate,Single,38,360000,254900,259974,268459,271691,277226,283210,9300,14200,9200,10000,10403,250674,254259,262491,267226,272807,0
Female,University,Married,38,310000,302623,310142,308006,239008,245493,250797,12000,12000,8500,10000,9000,298142,296006,230508,235493,241797,0
Female,University,Single,37,280000,12693,13214,13466,12619,13985,12603,13214,13466,12619,13985,12603,0,0,0,0,0,0
Female,High School,Single,38,30000,11403,8151,8892,8563,-510,390,0,2500,0,0,1290,8151,6392,8563,-510,-900,0
Female,University,Married,38,260000,81745,83371,85128,86910,88637,90682,2984,3100,3200,3172,3473,80387,82028,83710,85465,87209,0
Female,University,Married,36,180000,1252,23,-820,-1140,0,0,23,3,0,2000,0,0,-823,-1140,-2000,0,0
Female,University,Single,36,330000,257156,257576,256014,245244,239441,242025,10037,10109,10053,10014,9001,247539,245905,235191,229427,233024,0
Female,High School,Married,46,400000,260,58257,42948,25962,15316,6813,60064,42,1202,9,6813,-1807,42906,24760,15307,0,1
Female,University,Married,36,90000,86155,92406,90049,86984,67076,66533,8600,0,4100,5000,5000,83806,90049,82884,62076,61533,0
Female,Graduate,Single,36,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Female,High School,Single,38,280000,6491,-1277,8413,19825,22085,12316,4041,16830,19862,12098,19,-5318,-8417,-37,9987,12297,0
Female,Graduate,Married,37,350000,1140,0,4100,0,0,0,0,4100,0,0,0,0,0,0,0,0,0
Female,University,Married,42,50000,47867,40937,28868,44751,27557,29125,2083,1840,31000,977,2003,38854,27028,13751,26580,27122,0
Female,University,Single,44,50000,390,390,390,18015,17150,17102,390,390,18015,400,342,0,0,0,16750,16760,0
Female,University,Married,41,120000,4591,0,28466,21455,15685,6737,0,28466,21455,0,0,0,0,0,15685,6737,0
Female,University,Single,38,80000,17816,18095,17374,14298,12259,10498,3000,2000,1000,2000,2000,15095,15374,13298,10259,8498,0
Female,University,Other,36,90000,91552,88751,54704,37660,32074,18372,55000,5023,5030,11000,9765,33751,49681,32630,21074,8607,0
Female,University,Other,44,50000,42941,44002,43378,28048,28477,29056,1800,2122,1600,1000,1000,42202,41256,26448,27477,28056,0
Female,Graduate,Married,44,180000,123100,125674,145212,141409,142861,166960,6102,23200,0,5295,26550,119572,122012,141409,137566,140410,0
Female,High School,Married,31,200000,202139,202431,201911,201971,201351,201933,7000,7000,7000,7000,7000,195431,194911,194971,194351,194933,0
Female,University,Married,31,420000,147344,116483,90368,85616,81461,77925,4153,4031,3040,3026,3017,112330,86337,82576,78435,74908,0
Female,University,Married,31,270000,6894,14246,43615,33336,36045,28725,14305,43000,1740,16045,2000,-59,615,31596,20000,26725,0
Female,High School,Married,49,50000,46970,36260,29311,27932,28274,27605,3005,2000,2000,2000,1000,33255,27311,25932,26274,26605,0
Female,Graduate,Married,41,30000,26300,27308,28425,29233,21575,22029,1450,1560,1350,1000,801,25858,26865,27883,20575,21228,0
Female,University,Married,36,170000,15570,15031,16784,17711,17131,18197,0,2500,1500,0,1500,15031,14284,16211,17131,16697,0
Female,University,Married,42,170000,52262,36518,20533,-919,-919,-919,1985,1000,16000,16000,16000,34533,19533,-16919,-16919,-16919,0
Female,Other,Single,40,150000,157548,164305,156201,149975,0,0,160812,3173,3749,0,0,3493,153028,146226,0,0,1
Female,University,Single,38,20000,21769,21139,20521,19817,14932,10812,0,0,0,448,380,21139,20521,19817,14484,10432,0
Female,University,Married,40,120000,105124,109399,109397,36850,37739,38381,6020,3900,1700,1500,1400,103379,105497,35150,36239,36981,0
Female,University,Married,41,50000,17028,20543,21919,20828,20272,18816,3828,2000,600,0,637,16715,19919,20228,20272,18179,1
Female,High School,Single,44,500000,206766,196931,190584,124514,211301,200525,20077,20972,5045,100055,10018,176854,169612,119469,111246,190507,0
Female,University,Married,36,40000,7129,8850,9733,9375,6003,2435,3147,1172,0,500,1015,5703,8561,9375,5503,1420,1
Female,University,Married,48,70000,3838,1930,6384,4286,2333,930,1930,6384,4292,0,930,0,0,-6,2333,0,0
Female,University,Married,44,30000,28467,29792,29739,24950,25248,25109,1814,1459,1373,871,890,27978,28280,23577,24377,24219,1
Female,High School,Married,48,70000,9518,9217,10557,11576,12383,13180,0,1500,1200,1000,1000,9217,9057,10376,11383,12180,1
Female,High School,Married,49,20000,17543,17888,18577,18111,19114,17038,2100,1700,3500,2000,1000,15788,16877,14611,17114,16038,1
Female,High School,Married,45,140000,1352,381,2281,437,1320,300,381,2290,437,1320,300,0,-9,0,0,0,0
Female,University,Married,39,200000,117868,114483,118855,125357,121853,124731,0,6216,10000,0,5000,114483,112639,115357,121853,119731,1
Female,High School,Married,42,90000,34672,35270,36150,36528,37128,37348,1562,1832,1600,1000,1000,33708,34318,34928,36128,36348,0
Female,High School,Single,44,30000,3213,3000,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0
Female,University,Married,41,260000,8154,1365,717,717,2325,1117,1365,717,717,2325,1117,0,0,0,0,0,0
Female,University,Married,36,100000,0,0,19928,23255,23968,24531,0,19928,4000,1100,1100,0,0,19255,22868,23431,0
Female,Other,Single,36,150000,0,0,0,0,1966,500,0,0,0,1966,500,0,0,0,0,0,0
Female,High School,Single,44,50000,23268,24377,27164,26429,28291,27702,1500,3500,0,2300,0,22877,23664,26429,25991,27702,1
Female,University,Married,31,200000,2480,150,206,56,56,440,0,206,0,0,880,150,0,56,56,-440,0
Female,Graduate,Single,34,480000,19810,3478,7782,4720,4440,96628,3495,8037,4523,4462,96665,-17,-255,197,-22,-37,0
Female,Other,Married,36,150000,7160,5253,0,0,0,0,5279,0,0,0,0,-26,0,0,0,0,0
Female,Graduate,Married,38,80000,2226,6259,1393,1627,5189,10747,6259,1393,1627,5189,10747,0,0,0,0,0,0
Female,High School,Married,39,310000,11819,14300,18731,23078,27354,31725,3000,5000,5000,5000,5000,11300,13731,18078,22354,26725,0
Female,High School,Married,46,200000,14617,1261,8187,1261,1261,1261,1261,8187,1261,1261,1261,0,0,0,0,0,0
Female,University,Married,43,20000,11511,12521,13851,14558,14847,15157,1205,1535,1242,531,549,11316,12316,13316,14316,14608,0
Female,High School,Married,41,480000,44018,74152,107675,110289,100520,37080,35176,45000,12022,14000,14000,38976,62675,98267,86520,23080,0
Female,University,Single,35,200000,6512,4312,0,2412,1396,0,2000,0,2412,1396,0,2312,0,0,0,0,0
Female,High School,Married,45,20000,1649,2301,2840,0,1740,0,1071,1000,0,1740,0,1230,1840,0,0,0,0
Female,Graduate,Single,30,300000,515,200,208,2609,2040,1341,200,208,2610,0,0,0,0,-1,2040,1341,0
Female,University,Married,34,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,University,Married,35,50000,7378,7543,7754,7825,7132,7319,1121,1168,1075,218,1100,6422,6586,6750,6914,6219,1
Female,High School,Married,39,50000,49575,48208,47619,19929,15693,13766,2067,3000,1171,2000,2000,46141,44619,18758,13693,11766,0
Female,High School,Married,40,110000,105055,105886,108819,79027,80709,82406,4058,4913,3000,3000,3000,101828,103906,76027,77709,79406,0
Female,High School,Married,49,70000,16127,20035,19416,17153,17866,19413,4500,0,2000,1000,2000,15535,19416,15153,16866,17413,1
Female,High School,Other,46,50000,-1494,2590,3506,19792,19422,19830,7084,1000,19286,664,689,-4494,2506,506,18758,19141,0
Female,High School,Married,32,50000,33231,34544,35976,15996,32714,16720,1868,2300,1239,600,600,32676,33676,14757,32114,16120,1
Female,University,Married,46,440000,177425,180641,181557,149944,113135,105280,7700,8610,6907,3727,3800,172941,172947,143037,109408,101480,0
Female,University,Single,38,150000,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,University,Married,37,420000,36032,41932,9778,158901,161876,165378,7022,1846,163862,6000,6000,34910,7932,-4961,155876,159378,0
Female,University,Married,33,180000,3490,0,1112,10383,1980,2672,0,1112,10383,1980,2672,0,0,0,0,0,0
Female,Graduate,Single,33,230000,38646,40000,41354,42368,43161,45056,2000,2000,2000,1800,2600,38000,39354,40368,41361,42456,0
Female,University,Single,44,50000,16094,18961,20857,20229,19623,19878,3155,2500,0,0,707,15806,18357,20229,19623,19171,1
Female,University,Single,32,260000,251330,256988,234260,227884,202178,198467,10000,9014,11002,7503,7502,246988,225246,216882,194675,190965,1
Female,University,Single,33,260000,5188,12357,28656,7497,7685,15434,13000,29022,7500,27769,12000,-643,-366,-3,-20084,3434,1
Female,Graduate,Married,33,310000,2729,0,0,0,0,343,0,0,0,0,343,0,0,0,0,0,1
Female,University,Married,37,60000,42101,43594,44700,45465,46215,47125,2500,2100,1800,1800,1800,41094,42600,43665,44415,45325,1
Female,University,Single,40,120000,32130,3610,3790,18508,20737,-28,3613,3818,18564,20988,0,-3,-28,-56,-251,-28,0
Female,University,Married,41,400000,10928,12730,14486,13419,14313,14524,2000,2002,2000,2000,3000,10730,12484,11419,12313,11524,0
Female,High School,Married,45,80000,640,23699,2676,-4,-4,-4,23699,22670,0,0,0,0,-19994,-4,-4,-4,0
Female,University,Married,40,60000,31168,32649,34117,35243,36350,37113,2000,2000,2000,2000,1500,30649,32117,33243,34350,35613,0
Female,University,Married,40,160000,137930,137695,146193,139323,140719,143638,6574,12121,0,5100,10251,131121,134072,139323,135619,133387,0
Female,University,Married,34,220000,208009,212271,166288,168146,172345,177151,8200,8000,6108,7000,7743,204071,158288,162038,165345,169408,0
Female,University,Married,46,300000,5287,5750,2977,4796,2367,7367,3000,3000,2500,2367,5000,2750,-23,2296,0,2367,0
Female,University,Single,32,100000,101556,98734,98858,98259,80849,81151,3481,6006,3246,2994,2903,95253,92852,95013,77855,78248,0
Female,University,Married,37,60000,55233,54898,52890,49066,34105,32778,1940,2019,2236,1351,1326,52958,50871,46830,32754,31452,0
Female,University,Married,43,80000,71100,72066,71751,72034,73261,74479,10000,9000,9000,9000,9000,62066,62751,63034,64261,65479,0
Female,High School,Single,43,10000,1593,1928,5797,7727,4196,0,2006,5805,4013,4217,4,-78,-8,3714,-21,-4,0
Female,High School,Other,40,30000,29896,11158,18245,9714,28103,9207,11158,18245,9714,28112,9207,0,0,0,-9,0,0
Female,Graduate,Married,36,500000,9241,10786,12376,12660,8000,20514,10786,12390,12692,8016,20514,0,-14,-32,-16,0,0
Female,High School,Married,40,40000,-531,2661,3871,1488,0,0,3383,2000,0,0,0,-722,1871,1488,0,0,1
Female,University,Single,35,300000,48926,22580,300,5107,5107,3028,1006,350,5107,0,3028,21574,-50,0,5107,0,0
Female,University,Married,34,20000,13552,16513,17549,18907,19114,19186,3188,1600,3570,801,901,13325,15949,15337,18313,18285,0
Female,Graduate,Single,37,280000,2560,2343,4689,2289,1700,803,0,4689,2300,1725,803,2343,0,-11,-25,0,1
Female,Graduate,Single,38,190000,39468,33983,35042,35699,36410,38067,2151,1910,1558,1269,2209,31832,33132,34141,35141,35858,0
Female,University,Married,33,500000,9511,1468,3766,580,8120,1821,1468,3766,580,8120,1821,0,0,0,0,0,0
Female,Other,Married,43,250000,-6,1298,826,2044,-16,-16,1304,830,2054,0,0,-6,-4,-10,-16,-16,0
Female,High School,Single,47,120000,7301,4542,3390,460,338,679,2327,1083,500,350,700,2215,2307,-40,-12,-21,0
Female,High School,Single,35,20000,0,1492,0,0,0,0,1492,0,0,0,0,0,0,0,0,0,0
Female,Graduate,Married,40,210000,66635,56729,73783,58144,27617,14695,0,20012,24,33,0,56729,53771,58120,27584,14695,0
